GEOID,Population 2010,Population 2011,Population 2012,Population 2013,Population 2014,Population  2015,Population 2016,Population 2017,Population 2018,Population 2019,Population 2020,Population 2021,Population 2022,Population 2023,Housing Units 2010,Housing Units 2011,Housing Units 2012,Housing Units 2013,Housing Units 2014,Housing Units 2015,Housing Units 2016,Housing Units 2017,Housing Units 2018,Housing Units 2019,Housing Units 2020,Housing Units 2021,Housing Units 2022,Housing Units 2023,Population 2024,Housing Units 2024,Population Density (people per acre for most recent year),Housing Unit Density (units per acre for most recent year),Population 2025,Housing Units 2025,Shape__Area,New Units Permitted
530330000000000.0,89.995,90.942,91.751,93.303,95.023,97.688,99.675,97.28,98.827,99.812,101.099,99.299,98.534,96.917,60.003,60.449,60.771,61.132,61.498,61.839,62.223,60.847,61.168,61.537,62,61.406,61.406,61.014,96.614,60.883,29.51543687,18.78286093,95.15,60.551,140418.1952,119157
530330000000000.0,248.986,248.521,247.708,248.994,250.779,255.206,262.078,267.722,269.088,268.683,268.678,269.125,262.92,261.835,178.009,179.161,179.948,180.849,181.764,182.607,183.574,184.308,185.088,186.012,187,187.0,185.509,185.509,262.296,185.509,16.91913907,12.12776926,256.43,183.811,660170.4473,119157
530330000000000.0,26.665,26.016,25.331,24.827,24.406,24.145,24.078,23.455,22.836,22.13,21.488,21.499,21.329,21.284,6.0,6.008,6.003,6.003,6.002,6.0,6.001,6.003,5.998,5.998,6,6.0,6.0,6.0,21.274,6.0,8.606986591,2.43794856,21.179,5.999,107181.3148,119157
530330000000000.0,13.999,13.721,13.427,13.239,13.096,13.054,13.131,12.933,12.687,12.379,12.097,12.098,12.004,11.971,5.0,5.007,5.003,5.003,5.003,5.001,5.002,5.004,5.0,5.0,5,4.998,4.998,4.998,11.973,4.998,8.226883069,3.448625478,11.923,4.998,63127.66925,119157
530330000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38871.86301,119157
530330000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2721355.889,119157
530330000000000.0,607.673,592.381,576.29,565.119,555.226,551.257,552.949,552.512,541.194,713.998,716.22,717.136,711.836,709.378,388.911,377.229,364.768,352.552,340.366,328.055,315.966,303.867,291.47,406.992,394,394.0,394.0,394.0,710.119,394.0,36.75125819,20.78485337,686.402,388.198,813504.6909,119157
530330000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47353.3085,119157
530330000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.914,1.908,1.894,1.888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.998,0.998,0.998,1.829,0.982,0.205758962,0.110897531,1.822,0.982,385697.0221,119157
530330000000000.0,124.993,124.979,118.927,119.42,122.528,124.541,129.858,130.761,131.094,130.905,131.123,131.214,130.192,129.871,47.002,46.893,45.585,45.367,46.051,45.862,46.632,46.473,46.268,46.098,46,46.0,46.0,46.0,129.86,46.0,9.233472826,3.299628485,132.269,47.267,623960.5112,119157
530330000000000.0,41.998,41.737,41.412,41.396,41.486,41.904,42.659,42.862,44.816,44.518,44.412,44.451,44.116,43.995,17.001,17.033,17.03,17.038,17.048,17.051,17.065,17.079,17.926,17.936,18,18.0,18.0,18.0,43.787,17.955,8.669902447,3.57094293,43.576,17.948,218922.7529,119157
530330000000000.0,72.996,72.325,71.418,70.794,70.117,69.808,69.624,69.329,68.915,68.194,67.603,67.661,67.147,66.964,27.001,27.043,27.029,27.033,27.038,27.033,27.047,26.991,26.977,26.984,27,27.0,27.0,27.0,66.98,27.0,12.47339766,5.048520244,66.709,27.0,232961.1831,119157
530330000000000.0,61.997,62.25,62.404,63.01,63.772,65.014,65.689,66.512,66.973,67.178,67.494,67.543,67.037,66.872,24.001,23.932,23.815,23.712,23.612,23.502,23.408,23.308,23.19,23.091,23,23.0,22.999,22.999,66.874,22.999,12.08768941,4.176421258,66.519,22.983,239695.5779,119157
530330000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,127.601,206.133,127.601,133.1034548,82.72715904,205.303,127.601,67184.56161,119157
530330000000000.0,177.99,174.43,170.602,168.146,169.05,168.618,169.757,170.409,207.068,204.758,201.531,201.424,199.918,199.082,108.005,108.379,108.53,108.751,110.955,111.141,111.403,111.662,135.728,136.718,137,136.856,136.856,136.843,199.366,136.833,60.84689543,41.93755726,198.53,136.833,142114.5641,119157
530330000000000.0,48.997,47.601,46.134,45.021,44.029,43.403,43.16,42.324,41.098,39.64,38.281,38.323,38.03,37.894,19.001,19.025,19.011,19.008,19.007,18.999,19.004,19.008,18.993,18.993,19,19.0,19.0,18.996,40.2,20.413,21.02359241,10.72002078,40.033,20.413,82942.42493,119157
530330000000000.0,68.996,68.862,68.504,68.429,68.297,68.55,68.941,69.583,69.737,69.582,70.008,70.07,69.517,69.324,29.001,29.021,28.982,28.961,28.943,28.913,28.903,28.869,28.83,28.814,29,29.0,28.997,28.997,69.342,28.997,17.79117423,7.470505223,69.057,28.997,169065.9648,119157
530330000000000.0,114.994,123.467,126.114,129.245,132.541,136.851,142.331,144.046,148.223,148.841,150.671,150.725,149.647,149.294,39.325,42.613,43.395,44.02,44.563,45.099,45.71,45.631,46.766,46.678,47,47.0,47.0,47.0,149.141,46.999,7.633320982,2.413371867,148.607,46.984,848013.5561,119157
530330000000000.0,37.998,36.873,35.702,34.808,34.034,33.517,33.306,32.341,31.291,30.083,28.975,31.569,31.323,33.775,12.001,11.916,11.807,11.706,11.606,11.502,11.405,11.304,11.195,11.096,11,12.567,12.567,13.648,33.78,13.648,14.67618053,5.95423638,33.64,13.648,99837.64978,119157
530330000000000.0,73.996,74.854,75.587,76.845,78.261,80.238,82.783,84.339,85.449,86.277,87.218,87.201,86.138,85.913,30.001,30.14,30.218,30.314,30.41,30.497,30.604,30.712,30.788,30.889,31,31.0,30.906,30.906,85.68,30.906,19.99250794,7.219588134,85.585,30.906,186461.2278,119157
530330000000000.0,80.995,80.401,79.544,79.005,78.405,78.225,78.191,78.487,78.191,77.549,77.048,77.114,84.066,85.492,31.001,30.941,30.817,30.713,30.612,30.499,30.406,30.313,30.189,30.09,30,30.0,34.152,35.261,83.973,34.942,15.01850549,6.275312677,83.616,34.938,242511.2543,119157
530330000000000.0,178.99,177.041,174.899,174.427,174.333,176.437,180.564,430.165,458.854,457.033,455.965,456.759,453.563,419.482,175.008,172.401,169.44,166.59,163.754,160.856,158.055,330.621,327.537,324.715,322,322.0,322.0,310.534,404.088,304.557,127.8208132,96.75001595,402.364,304.557,137112.1288,119157
530330000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156994.1792,119157
530330000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1459797.837,119157
530330000000000.0,42.998,42.963,41.244,39.612,37.945,36.497,35.123,36.289,34.804,33.088,31.555,31.536,31.293,31.197,16.001,16.798,16.48,16.173,15.868,15.556,15.255,15.886,15.569,15.264,15,14.988,14.988,14.988,31.152,14.973,13.82965708,6.674772119,31.023,14.973,97712.40848,119157
530330000000000.0,160.991,160.235,159.249,159.664,161.827,164.403,168.644,173.781,174.562,173.985,172.421,171.292,169.943,169.183,138.007,138.433,138.576,138.807,140.037,140.225,140.508,140.787,140.927,141.177,141,140.412,140.412,140.412,169.507,140.412,46.72005359,38.8744069,168.75,140.412,157331.6742,119157
530330000000000.0,144.992,145.677,144.082,143.689,143.606,147.08,154.469,160.811,160.329,158.861,153.496,151.661,153.053,152.527,91.004,91.085,90.082,89.139,88.191,88.091,89.038,89.992,88.99,88.06,86,85.433,86.527,86.527,155.19,87.603,17.8387253,10.06729736,157.473,88.87,384507.9858,119157
530330000000000.0,84.995,86.217,87.32,89.117,94.587,97.467,101.176,103.861,105.537,107.967,109.326,109.402,108.583,108.256,49.002,48.851,48.6,48.38,50.558,50.322,50.121,49.907,49.655,50.196,50,49.992,49.992,49.992,108.318,49.992,26.07351121,12.0825637,107.88,49.992,180216.3842,119157
530330000000000.0,129.993,122.594,124.213,123.912,124.009,127.075,129.093,130.781,134.108,132.822,132.518,132.299,131.261,130.945,38.002,37.445,38.926,39.212,39.501,40.644,40.945,42.178,44.134,44.424,45,44.948,44.948,44.948,130.632,44.898,4.179896175,1.444431515,129.758,44.84,1352232.671,119157
530330000000000.0,80.995,81.321,81.525,82.336,83.362,85.027,87.358,88.477,89.076,89.329,89.74,89.806,89.104,88.877,33.002,33.044,33.019,33.014,33.013,32.999,33.007,33.014,32.988,32.989,33,33.0,33.0,33.0,88.875,33.0,11.09254304,4.141092096,88.283,32.958,346677.4901,119157
530330000000000.0,74.997,76.503,77.886,79.853,81.982,83.98,86.179,88.939,90.827,92.339,87.836,90.487,89.542,89.269,39.005,39.306,39.527,39.772,40.021,40.253,40.513,40.773,40.992,41.243,40,41.561,41.496,41.496,89.248,41.478,18.72138921,8.753000087,88.54,41.396,206001.6569,119157
530330000000000.0,29.998,30.65,20.522,23.591,24.463,25.526,26.799,27.705,28.447,29.085,29.812,35.052,34.787,34.684,13.001,13.151,10.953,12.055,12.188,12.315,12.452,12.588,12.712,12.845,13,15.681,15.681,15.681,34.688,15.678,11.43239425,5.1882096,34.547,15.678,131626.8283,119157
530330000000000.0,24.999,25.318,25.556,25.906,26.23,26.723,27.278,28.044,28.501,28.828,28.91,28.939,28.725,28.418,13.001,13.024,13.021,13.027,13.033,13.034,13.045,13.054,13.051,13.058,13,13.0,13.0,12.95,28.114,12.877,12.85829999,6.149392914,39.091,18.695,132424.8389,119157
530330000000000.0,60.997,60.177,59.265,58.786,58.466,58.583,59.165,58.85,60.272,59.38,58.807,58.545,57.991,57.846,21.001,20.935,20.826,20.73,20.636,20.534,20.445,20.357,21.098,21.005,21,20.946,20.929,20.929,57.841,20.929,11.63112531,4.227718135,57.557,20.921,215550.8977,119157
530330000000000.0,121.993,118.608,115.049,112.372,110.006,108.543,108.041,105.667,102.693,99.129,95.832,108.79,130.307,129.881,47.002,46.868,46.639,46.439,46.243,46.029,45.846,45.604,45.374,45.178,45,52.836,66.598,66.598,129.995,66.598,25.93983082,13.34286571,129.473,66.598,217406.004,119157
530330000000000.0,35.998,36.292,36.534,37.069,37.672,38.636,39.938,40.971,41.479,41.767,42.121,42.151,41.85,41.643,22.001,22.03,22.014,22.012,22.008,21.998,22.004,22.008,21.991,21.992,22,21.994,21.994,21.977,41.687,21.977,11.28541362,6.010027542,41.016,21.843,158310.7061,119157
530330000000000.0,69.996,69.913,69.722,70.058,70.552,71.642,72.134,73.109,73.345,73.231,73.154,73.224,72.658,72.444,33.002,33.046,33.022,33.02,33.02,33.008,33.017,33.026,33.003,33.005,33,33.0,33.0,33.0,74.749,34.414,15.76059395,7.286204732,74.44,34.414,205734.982,119157
530330000000000.0,9.999,10.497,10.96,11.472,11.973,12.552,13.162,13.864,14.425,14.934,15.454,15.455,15.332,15.292,6.0,6.008,6.003,6.003,6.002,6.0,6.001,6.003,5.998,5.998,6,5.998,5.998,5.998,15.292,5.998,12.80397458,5.043225606,15.228,5.998,51806.72348,119157
530330000000000.0,44.997,44.883,44.701,44.849,45.112,45.719,46.69,47.057,47.103,46.952,46.884,46.923,46.515,46.391,18.001,18.024,18.01,18.008,18.007,17.999,18.003,18.007,17.993,17.994,18,18.0,17.989,17.989,46.38,17.985,15.99046555,6.225533562,46.195,17.985,125834.4687,119157
530330000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288834.4314,119157
530330000000000.0,85.995,86.462,86.789,87.736,88.898,90.702,91.716,92.903,93.631,94.028,94.577,94.62,93.746,93.414,31.001,31.041,31.018,31.014,31.013,30.999,31.005,31.012,30.988,30.989,31,30.998,30.981,30.962,93.38,30.962,15.94849756,5.310620021,92.983,30.962,253957.3222,119157
530330000000000.0,116.993,118.436,119.716,121.971,124.512,128.213,133.042,136.873,139.009,140.43,141.714,141.883,143.302,142.826,75.004,75.01,74.863,74.764,74.671,74.549,74.478,74.405,74.257,74.168,74,74.0,75.528,75.528,142.954,75.528,24.39081499,12.96872774,144.108,76.623,257355.3571,119157
530330000000000.0,55.997,56.749,57.418,58.549,59.797,63.721,66.122,67.947,69.065,69.827,70.855,70.908,70.379,70.146,36.002,36.06,36.044,36.052,36.061,36.928,36.949,36.908,36.892,36.904,37,36.992,36.992,36.992,69.824,36.891,26.69712071,14.16303772,69.539,36.891,113455.4515,119157
530330000000000.0,52.997,53.937,54.799,56.082,59.531,61.462,63.884,65.651,66.851,67.77,68.984,69.05,68.506,67.833,28.001,28.144,28.229,28.332,29.293,29.387,29.501,29.614,29.698,29.804,30,30.0,29.994,29.89,67.559,29.823,17.41355658,7.739300656,66.92,29.742,167395.0532,119157
530330000000000.0,15.999,16.073,16.097,16.204,16.28,16.499,16.784,17.329,17.54,17.633,17.739,17.604,17.486,17.409,12.001,12.118,12.211,12.311,12.409,12.504,12.609,12.702,12.794,12.896,13,12.938,12.938,12.938,17.38,12.912,4.124050936,3.080849595,17.256,12.891,182252.6337,119157
530330000000000.0,68.996,69.129,69.161,69.716,70.45,71.742,73.618,74.519,74.907,74.979,75.188,75.258,74.703,74.161,30.001,30.14,30.217,30.314,30.412,30.498,30.605,30.712,30.789,30.889,31,31.0,31.0,30.931,74.152,30.923,18.27307709,7.650604713,73.858,30.923,176056.2873,119157
530330000000000.0,74.996,73.216,71.198,69.461,67.671,66.232,64.909,63.864,62.33,60.476,58.765,58.815,58.213,58.042,26.001,26.035,26.015,26.011,26.01,25.999,26.005,26.011,25.991,25.991,26,25.998,25.962,25.962,58.07,25.962,13.95328662,6.266746881,57.777,25.949,180362.2739,119157
530330000000000.0,0.001,0.001,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309263.6291,119157
530330000000000.0,75.996,76.221,76.326,76.996,77.792,79.263,80.069,81.235,81.768,81.953,82.266,82.33,81.716,81.491,33.002,33.046,33.022,33.02,33.009,32.996,33.006,33.009,32.985,32.987,33,32.998,32.998,32.998,81.516,32.998,9.255559637,3.761638547,81.192,32.998,382090.4914,119157
530330000000000.0,54.997,54.303,53.527,53.161,52.923,52.474,53.129,54.524,56.374,55.643,55.187,54.831,56.899,56.464,25.001,24.717,24.382,24.063,23.746,23.273,22.963,23.48,24.552,24.236,24,23.911,25.44,25.38,56.337,25.345,13.98223,6.324259422,55.962,25.312,174328.0368,119157
530330000000000.0,103.994,103.43,102.71,102.771,103.087,104.252,106.273,107.056,106.911,106.267,105.816,105.922,114.809,114.088,46.002,46.061,46.026,46.02,46.018,45.998,46.009,46.019,45.983,45.984,46,46.0,51.988,51.903,114.16,51.903,21.59279237,9.856130143,113.709,51.903,229373.754,119157
530330000000000.0,133.992,132.154,128.503,125.932,123.641,122.642,122.882,122.636,120.032,116.517,113.241,113.441,112.68,112.206,82.004,82.583,81.911,81.293,80.68,80.037,79.448,78.857,78.188,77.581,77,77.0,76.997,76.997,134.19,88.047,53.61222466,35.31353506,133.671,88.047,108606.1095,119157
530330000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137071.1214,119157
530330000000000.0,61.413,61.466,61.422,61.815,62.36,62.702,63.146,63.714,63.955,63.956,64.066,64.112,63.193,63.034,22.001,22.13,22.213,22.31,22.41,22.5,22.606,22.709,22.791,22.892,23,23.0,22.924,22.924,63.03,22.924,8.689969036,3.176888425,62.64,22.9,313988.4383,119157
530330000000000.0,56.997,56.411,55.742,55.505,55.409,55.776,56.623,56.814,56.464,55.829,55.304,55.361,54.942,54.774,26.001,26.035,26.015,26.012,26.011,25.998,26.005,26.011,25.99,25.991,26,26.0,26.0,26.0,54.806,26.0,10.65432749,5.075162414,54.582,26.0,223149.8406,119157
530330000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1496895.697,119157
530330000000000.0,64.996,64.612,64.017,63.675,63.288,63.227,63.279,63.554,63.399,62.975,62.653,62.7,62.171,62.009,24.001,24.032,24.014,24.011,24.01,24.0,24.006,24.011,23.993,23.993,24,24.0,23.994,23.994,61.982,23.989,13.00710445,5.059678773,61.618,23.969,206355.3321,119157
530330000000000.0,112.994,112.235,111.868,111.831,114.119,115.37,117.633,118.559,120.376,119.526,117.55,117.698,116.888,116.498,56.003,56.224,56.446,56.588,57.589,57.712,57.874,58.036,58.99,59.139,59,59.0,59.0,59.0,116.626,59.0,9.279097564,4.712147805,116.182,59.0,545399.5017,119157
530330000000000.0,249.986,248.385,246.295,245.895,245.756,247.591,251.198,254.39,254.209,252.82,251.256,250.548,248.903,250.296,138.007,134.399,130.514,126.716,122.929,119.096,115.344,111.508,107.643,103.866,100,99.883,99.816,101.131,249.016,101.131,37.86976401,15.39816716,250.799,101.977,288477.6745,119157
530330000000000.0,168.99,171.073,168.02,166.371,165.035,168.742,167.831,170.791,169.196,225.419,229.159,229.575,228.008,227.022,108.005,112.471,113.465,114.53,115.598,118.734,119.842,121.779,122.763,163.864,165,165.0,165.0,165.0,227.029,164.828,44.40663006,32.36778202,226.134,164.828,221814.7524,119157
530330000000000.0,56.997,58.407,57.642,57.314,58.627,58.947,59.76,59.931,59.51,60.03,60.875,63.506,63.043,62.839,25.001,26.108,26.265,26.439,27.594,27.759,27.943,28.127,28.282,29.214,30,31.562,31.562,31.562,62.837,31.548,13.06432414,6.586347059,62.567,31.543,208609.0699,119157
530330000000000.0,4.0,3.942,3.871,3.816,3.759,3.725,3.701,3.715,3.679,3.619,3.567,3.572,3.546,14.165,2.0,2.003,2.001,2.001,2.001,2.0,2.0,2.001,1.999,1.999,2,2.0,2.0,8.573,14.181,8.572,13.17607201,7.99669281,14.124,8.572,46687.55054,119157
530330000000000.0,54.997,54.994,54.905,55.23,55.683,56.591,57.02,57.776,58.008,57.974,58.036,58.086,57.637,57.411,25.001,24.933,24.814,24.711,24.61,24.498,24.404,24.31,24.191,24.092,24,24.0,24.0,23.986,57.425,23.986,11.65374015,4.887854291,57.188,23.986,213757.6892,119157
530330000000000.0,29.057,29.374,29.644,30.137,30.699,31.511,32.569,33.295,35.498,35.805,36.163,36.197,35.917,35.815,13.765,13.799,13.804,13.819,13.834,13.844,13.863,13.882,14.963,14.979,15,15.0,14.997,14.997,35.822,14.995,9.52415492,4.006735585,35.608,14.98,162870.2396,119157
530330000000000.0,179.99,180.123,179.97,181.103,184.21,187.164,188.451,189.791,190.473,190.444,190.033,190.106,188.639,195.765,64.003,64.605,65.075,65.586,67.09,67.58,68.115,68.592,69.058,69.578,70,69.987,69.987,73.23,195.74,73.224,5.218819997,1.969953153,193.04,72.867,1611212.705,119157
530330000000000.0,29.998,29.416,28.736,28.169,27.581,27.131,26.726,26.406,25.914,25.302,24.746,24.763,24.519,24.452,10.0,10.013,10.006,10.004,10.004,10.0,10.002,10.004,9.996,9.997,10,9.999,9.988,9.988,24.457,9.988,15.03497284,6.165345023,24.357,9.988,70566.22006,119157
530330000000000.0,121.993,123.53,123.243,123.878,126.826,129.56,130.473,132.185,132.345,132.192,132.728,132.768,131.735,131.361,55.003,56.062,55.925,55.825,56.584,57.336,57.255,57.174,56.972,56.879,57,56.983,56.983,56.983,131.399,56.983,7.09628873,3.090268553,130.852,56.983,803163.9265,119157
530330000000000.0,56.997,56.74,56.297,56.076,55.798,55.826,55.95,56.265,56.207,55.915,55.722,58.341,57.9,57.74,21.001,21.128,21.213,21.31,21.407,21.498,21.603,21.708,21.792,21.892,22,23.567,23.566,23.566,57.758,23.566,12.86193128,5.279884756,57.288,23.517,194013.713,119157
530330000000000.0,2.0,2.031,2.054,2.086,2.117,2.161,2.21,2.273,2.315,2.345,2.379,2.381,2.347,2.341,1.0,1.001,1.001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.997,0.997,2.34,0.997,0.619647466,0.265145289,2.33,0.997,163789.6938,119157
530330000000000.0,74.996,76.767,78.427,80.744,83.195,86.511,90.604,279.322,303.924,305.829,302.126,302.628,300.301,299.043,59.003,61.687,64.247,66.845,69.445,72.018,74.641,209.407,211.848,214.455,215,214.996,214.946,214.946,299.595,214.946,55.89230754,40.42344191,296.045,214.111,230717.2381,119157
530330000000000.0,46.997,46.588,46.028,45.663,45.256,45.121,45.082,45.266,45.07,44.646,44.299,44.233,43.726,43.591,21.001,21.03,21.016,21.016,21.017,21.011,21.017,21.002,20.988,20.99,21,20.973,20.931,20.931,43.619,20.931,13.41980842,6.4660116,43.441,20.931,140994.731,119157
530330000000000.0,23.999,23.738,23.443,23.331,23.272,23.418,24.962,25.071,24.927,27.461,27.234,27.265,27.066,26.981,11.539,11.427,11.291,11.162,11.033,10.901,11.714,11.584,11.448,13.122,13,13.0,13.0,13.0,27.001,13.0,28.64863309,13.84815313,26.894,13.0,40892.47479,119157
530330000000000.0,30.238,30.673,31.058,31.673,32.359,33.304,33.986,34.828,35.393,35.818,35.966,35.989,34.995,34.906,14.001,14.026,14.022,14.027,14.034,14.035,14.045,14.056,14.052,14.059,14,14.0,13.867,13.867,34.892,13.867,10.82465524,4.322070091,34.73,13.867,139758.9044,119157
530330000000000.0,55.997,56.514,56.946,57.806,58.806,60.271,62.219,63.466,64.216,64.704,65.291,65.348,64.843,64.664,26.001,26.135,26.215,26.312,26.411,26.498,26.604,26.711,26.79,26.89,27,27.0,27.0,27.0,64.68,27.0,13.35470919,5.598856571,64.39,26.995,210024.2369,119157
530330000000000.0,65.996,65.079,64.062,63.336,62.959,63.116,62.691,62.685,62.04,61.071,66.454,71.724,70.809,72.738,29.001,28.515,27.971,27.401,26.877,26.343,25.827,25.309,24.767,24.245,27,29.681,29.603,30.918,72.764,30.918,14.62474821,6.239610026,72.465,30.917,215820.6072,119157
530330000000000.0,40.998,42.837,44.605,46.688,48.874,51.413,54.293,38.862,42.845,46.183,49.245,48.962,48.583,48.45,18.001,18.391,18.743,19.107,19.472,19.83,20.201,16.945,18.147,19.141,20,19.934,19.934,19.934,48.46,19.934,8.700552021,3.593800331,48.26,19.934,241605.2412,119157
